87517117,cookies cakes
56630126,spices seasonings
42637921,tea
92725233,frozen meals
37363769,marinades meat preparation
15492321,cold flu allergy
43429990,juice nectars
29974135,frozen produce
32891237,yogurt
39197059,water seltzer sparkling water
14831610,refrigerated
97451669,frozen dessert
56133365,cold flu allergy
95759703,dish detergents
11662894,diapers wipes
37408199,ice cream toppings
32473443,poultry counter
11944144,frozen pizza
63475423,grains rice dried goods
41231558,juice nectars
93284497,dog food care
37212491,oral hygiene
35245700,packaged poultry
96300980,vitamins supplements
94683706,energy granola bars
21519680,cat food care
89362466,body lotions soap
18274745,cereal
94237936,canned jarred vegetables
54258332,frozen meals
11072936,packaged vegetables fruits
13721330,chips pretzels
59771511,dry pasta
17197414,cereal
67763639,hot dogs bacon sausage
59955948,frozen meals
20206971,soup broth bouillon
36195652,missing
73364869,energy sports drinks
40962257,hot dogs bacon sausage
62779590,crackers
24501654,vitamins supplements
88491290,packaged vegetables fruits
61778919,water seltzer sparkling water
14199350,fresh vegetables
94497750,frozen breads doughs
67340794,asian foods
66121822,more household
17701204,tofu meat alternatives
75809366,doughs gelatins bake mixes
33323026,hair care
30879280,specialty wines champagnes
62974655,juice nectars
39737684,cat food care
91337074,hair care
50588480,popcorn jerky
86744279,plates bowls cups flatware
64799775,tortillas flat bread
69219955,fruit vegetable snacks
58400502,pasta sauce
42947067,soup broth bouillon
45104928,lunch meat
98107412,baby food formula
56306232,baby food formula
13905698,salad dressing toppings
60629800,packaged vegetables fruits
85853168,spreads
79609675,hot cereal pancake mixes
10302559,coffee
39444748,asian foods
59859825,plates bowls cups flatware
90357810,missing
51613415,soft drinks
22259727,tofu meat alternatives
48398648,protein meal replacements
46422582,fresh pasta
38173852,energy granola bars
37379520,cookies cakes
62940101,canned meat seafood
36938200,oils vinegars
83745112,frozen meals
13772385,juice nectars
90355171,tortillas flat bread
80536776,packaged meat
52840550,lunch meat
57223900,other
65651017,tea
74354100,vitamins supplements
19031309,packaged vegetables fruits
90696958,cereal
77959723,vitamins supplements
59609210,dog food care
